campaign_name,advertiser_name,impressions,clicks,total_spend,cpc,cpm
Campaign_959,Advertiser_95,9473,477,21474.54,45.02,2266.9207
Campaign_641,Advertiser_64,4994,250,11258.45,45.0338,2254.3953
Campaign_800,Advertiser_80,5339,267,12025.54,45.0395,2252.3956
Campaign_132,Advertiser_14,4965,249,11217.73,45.0511,2259.3615
Campaign_569,Advertiser_57,5202,260,11713.5,45.0519,2251.7301
Campaign_706,Advertiser_70,3938,201,9059.52,45.0722,2300.5383
Campaign_446,Advertiser_46,5107,258,11628.62,45.0722,2276.9963
Campaign_727,Advertiser_72,3952,197,8879.54,45.0738,2246.8472
Campaign_865,Advertiser_87,5150,261,11767.38,45.0857,2284.9282
Campaign_505,Advertiser_51,5322,268,12083.03,45.0859,2270.3927
Campaign_313,Advertiser_33,4038,203,9154.39,45.0955,2267.0604
Campaign_165,Advertiser_17,3214,162,7307.4,45.1074,2273.6154
Campaign_794,Advertiser_79,7991,403,18187.47,45.1302,2275.9942
Campaign_807,Advertiser_81,4593,234,10560.79,45.1316,2299.3229
Campaign_844,Advertiser_85,3933,200,9027.3,45.1365,2295.2708
Campaign_329,Advertiser_35,7752,389,17560.64,45.143,2265.3044
Campaign_628,Advertiser_63,5864,296,13363.59,45.1473,2278.9205
Campaign_359,Advertiser_37,7244,366,16524.83,45.1498,2281.1748
Campaign_770,Advertiser_77,4883,245,11062.97,45.155,2265.6093
Campaign_754,Advertiser_75,6523,327,14767.57,45.1608,2263.923
Campaign_81,Advertiser_9,6134,308,13911.52,45.1673,2267.9361
Campaign_557,Advertiser_56,5124,256,11564.02,45.172,2256.8345
Campaign_679,Advertiser_67,3710,185,8361.87,45.1993,2253.8733
Campaign_513,Advertiser_52,7324,370,16725.29,45.2035,2283.6278
Campaign_415,Advertiser_43,3972,197,8905.3,45.2046,2242.0191
Campaign_936,Advertiser_93,6939,347,15691.07,45.2192,2261.2869
Campaign_744,Advertiser_74,4474,225,10174.47,45.2199,2274.1328
Campaign_382,Advertiser_40,5174,260,11757.19,45.22,2272.3599
Campaign_929,Advertiser_92,3826,194,8773.06,45.222,2293.011
Campaign_79,Advertiser_9,3731,187,8458.51,45.2327,2267.0893
Campaign_941,Advertiser_94,3282,165,7465.89,45.2478,2274.7989
Campaign_230,Advertiser_24,3667,185,8370.89,45.2481,2282.7625
Campaign_778,Advertiser_77,4858,245,11086.15,45.2496,2282.0399
Campaign_729,Advertiser_72,4848,243,10995.8,45.2502,2268.1106
Campaign_141,Advertiser_15,6817,341,15430.4,45.2504,2263.5177
Campaign_1012,Advertiser_100,5514,275,12445.53,45.2565,2257.0783
Campaign_696,Advertiser_69,5105,256,11586.11,45.2582,2269.5612
Campaign_223,Advertiser_23,2673,134,6064.74,45.2593,2268.8889
Campaign_448,Advertiser_46,4342,217,9824.46,45.274,2262.6578
Campaign_701,Advertiser_69,6117,304,13769.79,45.2954,2251.0692
Campaign_550,Advertiser_56,4511,224,10151.57,45.3195,2250.4035
Campaign_895,Advertiser_89,7644,382,17315.56,45.3287,2265.2486
Campaign_914,Advertiser_91,8673,435,19720.02,45.3334,2273.7254
Campaign_265,Advertiser_28,5569,278,12602.86,45.334,2263.0382
Campaign_855,Advertiser_86,5318,268,12149.6,45.3343,2284.6183
Campaign_757,Advertiser_75,6267,313,14191.35,45.3398,2264.4567
Campaign_243,Advertiser_25,5084,256,11607.45,45.3416,2283.1334
Campaign_364,Advertiser_38,6146,309,14010.95,45.3429,2279.686
Campaign_53,Advertiser_6,4741,238,10792.86,45.3482,2276.4944
Campaign_240,Advertiser_25,5258,260,11792.69,45.3565,2242.8091
Campaign_830,Advertiser_84,6847,340,15422.9,45.3615,2252.5047
Campaign_682,Advertiser_67,5460,273,12383.75,45.3617,2268.0861
Campaign_609,Advertiser_60,6679,334,15159.92,45.389,2269.7889
Campaign_561,Advertiser_57,2535,128,5811.46,45.402,2292.4892
Campaign_687,Advertiser_68,3982,200,9080.95,45.4048,2280.4997
Campaign_370,Advertiser_39,5296,263,11949.03,45.4336,2256.2368
Campaign_227,Advertiser_24,5900,297,13495.18,45.4383,2287.3186
Campaign_260,Advertiser_27,5724,283,12859.88,45.4413,2246.6597
Campaign_703,Advertiser_69,5384,268,12180.3,45.4489,2262.3143
Campaign_961,Advertiser_96,5041,249,11327.25,45.491,2247.0244
Campaign_935,Advertiser_93,5723,285,12965.11,45.4916,2265.4395
Campaign_963,Advertiser_96,7117,353,16060.31,45.4966,2256.6123
Campaign_29,Advertiser_4,4241,210,9555.93,45.5044,2253.2257
Campaign_412,Advertiser_43,6312,316,14379.81,45.5057,2278.1702
Campaign_450,Advertiser_46,5006,249,11334.53,45.5202,2264.189
Campaign_301,Advertiser_32,5190,259,11789.79,45.5204,2271.6358
Campaign_327,Advertiser_34,3931,198,9014.73,45.5289,2293.2409
Campaign_968,Advertiser_97,6805,344,15663.41,45.5332,2301.7502
Campaign_460,Advertiser_47,5042,253,11524.81,45.5526,2285.7616
Campaign_663,Advertiser_66,6801,335,15266.48,45.5716,2244.7405
Campaign_146,Advertiser_15,3847,192,8749.86,45.5722,2274.4632
Campaign_398,Advertiser_42,7586,375,17090.27,45.5741,2252.8698
Campaign_926,Advertiser_92,3482,172,7839.64,45.5793,2251.4762
Campaign_594,Advertiser_59,1035,51,2324.88,45.5859,2246.2609
Campaign_825,Advertiser_83,4313,217,9894.03,45.5946,2294.0019
Campaign_302,Advertiser_32,5103,251,11444.88,45.5971,2242.7748
Campaign_883,Advertiser_88,8338,414,18877.29,45.5973,2264.007
Campaign_771,Advertiser_77,5978,299,13635.44,45.6035,2280.9368
Campaign_333,Advertiser_36,5091,252,11492.26,45.6042,2257.3679
Campaign_792,Advertiser_79,4003,198,9031.88,45.6156,2256.2778
Campaign_841,Advertiser_85,4248,211,9625.36,45.6178,2265.8569
Campaign_826,Advertiser_83,4757,237,10811.77,45.6193,2272.8127
Campaign_462,Advertiser_47,5798,287,13094.28,45.6247,2258.4132
Campaign_311,Advertiser_33,5526,274,12510.01,45.657,2263.8455
Campaign_455,Advertiser_47,3204,161,7351.3,45.6602,2294.4132
Campaign_44,Advertiser_6,5338,264,12054.42,45.6607,2258.2278
Campaign_924,Advertiser_92,7116,354,16167.29,45.6703,2271.9632
Campaign_966,Advertiser_96,5578,280,12788.92,45.6747,2292.7429
Campaign_819,Advertiser_83,4567,228,10414.49,45.6776,2280.3788
Campaign_568,Advertiser_57,4748,235,10736.24,45.6861,2261.2131
Campaign_248,Advertiser_26,5775,289,13204.33,45.6897,2286.4641
Campaign_7,Advertiser_1,6137,304,13891.56,45.6959,2263.575
Campaign_623,Advertiser_62,6592,326,14899.77,45.7048,2260.2806
Campaign_852,Advertiser_85,5343,263,12022.28,45.7121,2250.0992
Campaign_503,Advertiser_51,5734,288,13166.46,45.7169,2296.2086
Campaign_224,Advertiser_23,4926,245,11202.62,45.725,2274.1819
Campaign_494,Advertiser_50,5380,268,12256.14,45.7319,2278.0929
Campaign_530,Advertiser_53,7315,366,16740.35,45.7387,2288.4962
Campaign_845,Advertiser_85,6175,308,14089.03,45.7436,2281.6243
Campaign_511,Advertiser_52,4865,240,10978.91,45.7455,2256.7133
Campaign_616,Advertiser_61,4767,236,10797.62,45.7526,2265.0766
Campaign_176,Advertiser_18,7336,364,16660.32,45.7701,2271.036
Campaign_388,Advertiser_40,5972,300,13735.4,45.7847,2299.9665
Campaign_100,Advertiser_11,1291,66,3022.62,45.7973,2341.3013
Campaign_502,Advertiser_51,4962,248,11359.59,45.8048,2289.3168
Campaign_206,Advertiser_21,6082,303,13880.0,45.8086,2282.144
Campaign_658,Advertiser_66,5292,260,11916.45,45.8325,2251.7857
Campaign_645,Advertiser_65,4085,204,9351.12,45.8388,2289.1359
Campaign_323,Advertiser_34,7624,375,17193.23,45.8486,2255.1456
Campaign_173,Advertiser_18,6844,340,15599.83,45.8819,2279.344
Campaign_169,Advertiser_17,7081,351,16106.16,45.8865,2274.5601
Campaign_211,Advertiser_22,3851,191,8766.8,45.8995,2276.4996
Campaign_136,Advertiser_14,4759,235,10787.58,45.9046,2266.7745
Campaign_546,Advertiser_55,3583,177,8127.51,45.9181,2268.3533
Campaign_274,Advertiser_29,5279,261,11986.67,45.9259,2270.6327
Campaign_885,Advertiser_88,7630,377,17320.82,45.9438,2270.0944
Campaign_927,Advertiser_92,5107,254,11671.22,45.9497,2285.3378
Campaign_401,Advertiser_42,4783,237,10892.81,45.9612,2277.4012
Campaign_953,Advertiser_95,5054,249,11448.4,45.9775,2265.2157
Campaign_299,Advertiser_32,2659,132,6072.26,46.002,2283.663
Campaign_858,Advertiser_86,6081,301,13847.22,46.0041,2277.1288
Campaign_652,Advertiser_65,5749,283,13022.78,46.0169,2265.2253
Campaign_847,Advertiser_85,3831,190,8744.47,46.0235,2282.5555
Campaign_782,Advertiser_78,2431,121,5569.42,46.0283,2290.9996
Campaign_428,Advertiser_45,5323,265,12200.81,46.0408,2292.0928
Campaign_590,Advertiser_59,5474,270,12436.19,46.06,2271.8652
Campaign_434,Advertiser_45,5186,257,11839.05,46.0663,2282.8866
Campaign_442,Advertiser_45,8277,414,19072.46,46.0687,2304.2721
Campaign_571,Advertiser_58,5391,266,12254.31,46.0688,2273.1052
Campaign_111,Advertiser_12,2038,101,4653.13,46.0706,2283.1845
Campaign_93,Advertiser_10,5411,265,12210.78,46.0784,2256.6587
Campaign_934,Advertiser_92,4907,241,11105.23,46.0798,2263.1404
Campaign_529,Advertiser_53,4638,229,10553.96,46.0872,2275.5412
Campaign_193,Advertiser_20,5518,272,12538.95,46.0991,2272.3722
Campaign_560,Advertiser_57,5538,272,12544.5,46.1195,2265.1679
Campaign_553,Advertiser_56,5203,259,11945.44,46.1214,2295.8755
Campaign_348,Advertiser_37,8396,412,19004.26,46.1268,2263.4898
Campaign_43,Advertiser_6,4950,246,11347.81,46.1293,2292.4869
Campaign_812,Advertiser_82,8361,409,18876.58,46.153,2257.6941
Campaign_725,Advertiser_71,6803,336,15509.45,46.1591,2279.7957
Campaign_163,Advertiser_17,4765,235,10848.93,46.1657,2276.7954
Campaign_80,Advertiser_9,5758,282,13020.61,46.1724,2261.3077
Campaign_742,Advertiser_73,5493,269,12420.92,46.1744,2261.227
Campaign_610,Advertiser_60,5482,269,12421.72,46.1774,2265.9103
Campaign_874,Advertiser_87,1804,90,4157.13,46.1903,2304.3958
Campaign_705,Advertiser_69,5398,266,12295.25,46.2227,2277.7418
Campaign_114,Advertiser_12,4796,235,10863.66,46.2283,2265.1501
Campaign_40,Advertiser_5,4801,235,10866.21,46.2392,2263.3222
Campaign_387,Advertiser_40,4751,234,10820.93,46.2433,2277.611
Campaign_256,Advertiser_27,6625,326,15077.53,46.2501,2275.8536
Campaign_439,Advertiser_45,9139,445,20584.82,46.258,2252.4149
Campaign_438,Advertiser_45,5109,251,11612.83,46.2663,2273.0143
Campaign_962,Advertiser_96,6271,307,14208.49,46.2817,2265.7455
Campaign_863,Advertiser_86,4545,222,10278.32,46.2987,2261.4565
Campaign_785,Advertiser_78,3610,178,8242.94,46.3087,2283.3629
Campaign_339,Advertiser_36,7483,364,16857.64,46.3122,2252.7917
Campaign_188,Advertiser_19,6630,326,15099.84,46.3185,2277.5023
Campaign_116,Advertiser_12,4424,215,9960.53,46.328,2251.476
Campaign_235,Advertiser_25,7649,375,17374.85,46.3329,2271.5192
Campaign_38,Advertiser_5,5837,287,13297.87,46.334,2278.2028
Campaign_843,Advertiser_85,4899,238,11029.38,46.3419,2251.3533
Campaign_32,Advertiser_4,7770,383,17750.89,46.347,2284.5418
Campaign_842,Advertiser_85,5101,248,11494.14,46.3473,2253.3111
Campaign_294,Advertiser_31,6894,341,15806.85,46.3544,2292.8416
Campaign_789,Advertiser_78,4025,197,9133.49,46.3629,2269.1901
Campaign_734,Advertiser_73,8626,421,19521.32,46.3689,2263.0791
Campaign_624,Advertiser_62,1671,83,3849.06,46.3742,2303.447
Campaign_137,Advertiser_14,4852,238,11048.42,46.4219,2277.0857
Campaign_404,Advertiser_42,6781,334,15509.74,46.4363,2287.2349
Campaign_16,Advertiser_3,6766,332,15420.76,46.4481,2279.1546
Campaign_67,Advertiser_8,1719,85,3948.52,46.4532,2296.9866
Campaign_995,Advertiser_99,8262,402,18677.83,46.4623,2260.6911
Campaign_776,Advertiser_77,8605,420,19514.4,46.4629,2267.7978
Campaign_411,Advertiser_42,5654,279,12963.62,46.4646,2292.8228
Campaign_119,Advertiser_12,5508,266,12360.84,46.4693,2244.1612
Campaign_108,Advertiser_11,4707,229,10642.31,46.473,2260.9539
Campaign_694,Advertiser_68,4893,237,11014.51,46.4747,2251.075
Campaign_898,Advertiser_89,5931,291,13529.32,46.4925,2281.1195
Campaign_366,Advertiser_39,4980,241,11212.94,46.5267,2251.5944
Campaign_635,Advertiser_64,882,43,2000.72,46.5284,2268.39
Campaign_607,Advertiser_60,5169,254,11818.24,46.5285,2286.3687
Campaign_358,Advertiser_37,2904,141,6560.62,46.5292,2259.1667
Campaign_906,Advertiser_90,4740,230,10703.14,46.5354,2258.0464
Campaign_648,Advertiser_65,6413,311,14472.82,46.5364,2256.794
Campaign_175,Advertiser_18,4404,214,9958.81,46.5365,2261.3102
Campaign_343,Advertiser_36,5526,270,12567.01,46.5445,2274.1603
Campaign_519,Advertiser_52,7112,346,16112.92,46.5691,2265.5962
Campaign_759,Advertiser_75,5818,281,13086.3,46.5705,2249.2781
Campaign_715,Advertiser_71,386,18,838.32,46.5733,2171.8135
Campaign_60,Advertiser_7,4680,224,10436.4,46.5911,2230.0
Campaign_608,Advertiser_60,7642,371,17288.65,46.6001,2262.3201
Campaign_820,Advertiser_83,3865,190,8858.55,46.6239,2291.9922
Campaign_491,Advertiser_50,6834,332,15480.17,46.627,2265.1697
Campaign_452,Advertiser_46,3356,163,7601.29,46.6337,2264.9851
Campaign_805,Advertiser_81,7232,350,16326.78,46.6479,2257.5747
Campaign_731,Advertiser_72,4635,224,10452.95,46.665,2255.2211
Campaign_920,Advertiser_91,4903,239,11153.95,46.6692,2274.9235
Campaign_522,Advertiser_52,2733,135,6300.93,46.6736,2305.4995
Campaign_134,Advertiser_14,8522,417,19463.88,46.676,2283.9568
Campaign_202,Advertiser_21,5790,281,13120.69,46.6928,2266.095
Campaign_195,Advertiser_20,5138,250,11673.6,46.6944,2272.0125
Campaign_66,Advertiser_8,3462,168,7845.76,46.701,2266.2507
Campaign_77,Advertiser_9,5971,293,13683.81,46.7024,2291.7116
Campaign_588,Advertiser_59,1779,87,4064.15,46.7144,2284.5138
Campaign_510,Advertiser_52,9263,448,20929.61,46.7179,2259.485
Campaign_783,Advertiser_78,6019,294,13738.18,46.7285,2282.4688
Campaign_677,Advertiser_67,399,19,887.96,46.7347,2225.4637
Campaign_10,Advertiser_2,6762,330,15423.04,46.7365,2280.84
Campaign_272,Advertiser_29,5844,281,13135.09,46.7441,2247.6198
Campaign_888,Advertiser_88,7777,376,17576.2,46.7452,2260.0231
Campaign_394,Advertiser_41,6646,324,15149.68,46.7583,2279.5185
Campaign_15,Advertiser_3,6471,314,14690.63,46.7854,2270.2256
Campaign_556,Advertiser_56,5064,245,11467.83,46.8075,2264.5794
Campaign_154,Advertiser_16,3318,159,7445.36,46.8262,2243.9301
Campaign_287,Advertiser_30,7187,349,16349.78,46.8475,2274.9103
Campaign_779,Advertiser_77,4920,239,11197.82,46.8528,2275.9797
Campaign_374,Advertiser_39,4209,202,9466.84,46.8655,2249.1898
Campaign_654,Advertiser_65,7230,352,16501.35,46.8788,2282.3444
Campaign_891,Advertiser_89,8026,388,18194.07,46.8919,2266.8914
Campaign_711,Advertiser_70,5827,281,13179.35,46.9016,2261.7728
Campaign_212,Advertiser_22,2465,118,5534.63,46.9036,2245.286
Campaign_811,Advertiser_82,5675,275,12903.38,46.9214,2273.7233
Campaign_78,Advertiser_9,3429,163,7650.98,46.9385,2231.2569
Campaign_497,Advertiser_50,4593,224,10514.6,46.9402,2289.2663
Campaign_709,Advertiser_70,6913,337,15820.48,46.945,2288.5115
Campaign_880,Advertiser_88,3609,173,8122.37,46.9501,2250.5874
Campaign_836,Advertiser_84,4553,220,10332.31,46.965,2269.3411
Campaign_614,Advertiser_61,7320,351,16484.85,46.9654,2252.0287
Campaign_384,Advertiser_40,4427,215,10098.49,46.9697,2281.1136
Campaign_698,Advertiser_69,6713,325,15267.05,46.9755,2274.2515
Campaign_281,Advertiser_30,2327,112,5263.2,46.9929,2261.7963
Campaign_515,Advertiser_52,6891,336,15794.08,47.0062,2291.9866
Campaign_672,Advertiser_67,3911,189,8885.29,47.0121,2271.8716
Campaign_145,Advertiser_15,8797,422,19842.76,47.0208,2255.6281
Campaign_258,Advertiser_27,8940,431,20274.8,47.0413,2267.8747
Campaign_613,Advertiser_61,5582,268,12608.22,47.0456,2258.7281
Campaign_904,Advertiser_90,3886,188,8844.88,47.0472,2276.0885
Campaign_320,Advertiser_34,5759,273,12850.25,47.0705,2231.3336
Campaign_787,Advertiser_78,5083,245,11537.32,47.0911,2269.7856
Campaign_52,Advertiser_6,5535,267,12580.56,47.1182,2272.9106
Campaign_363,Advertiser_38,6662,317,14940.2,47.13,2242.5998
Campaign_168,Advertiser_17,9004,434,20470.2,47.1664,2273.4562
Campaign_71,Advertiser_9,5919,284,13400.6,47.1852,2263.9973
Campaign_937,Advertiser_93,4997,241,11371.73,47.1856,2275.7114
Campaign_350,Advertiser_37,9038,433,20435.12,47.1943,2261.0224
Campaign_489,Advertiser_50,5147,246,11613.07,47.2076,2256.2794
Campaign_988,Advertiser_98,3545,171,8074.53,47.2195,2277.7236
Campaign_268,Advertiser_29,4191,199,9397.42,47.2232,2242.2859
Campaign_859,Advertiser_86,6477,309,14593.27,47.2274,2253.0909
Campaign_286,Advertiser_30,4893,237,11193.79,47.2312,2287.7151
Campaign_990,Advertiser_99,2883,138,6525.08,47.2832,2263.2952
Campaign_50,Advertiser_6,4539,217,10266.05,47.309,2261.7427
Campaign_862,Advertiser_86,2721,130,6150.21,47.3093,2260.2756
Campaign_480,Advertiser_49,8872,426,20158.49,47.3204,2272.1472
Campaign_75,Advertiser_9,6448,312,14765.08,47.324,2289.8697
Campaign_469,Advertiser_48,6154,296,14010.03,47.3312,2276.573
Campaign_728,Advertiser_72,6552,313,14820.45,47.3497,2261.9734
Campaign_947,Advertiser_95,9115,438,20743.53,47.3597,2275.7575
Campaign_458,Advertiser_47,4288,208,9852.09,47.3658,2297.5956
Campaign_596,Advertiser_59,1286,60,2843.36,47.3893,2211.0109
Campaign_536,Advertiser_54,5082,244,11573.14,47.4309,2277.2806
Campaign_98,Advertiser_11,4790,229,10863.68,47.4397,2267.9916
Campaign_965,Advertiser_96,7213,345,16371.02,47.4522,2269.6548
Campaign_604,Advertiser_60,7623,368,17462.52,47.4525,2290.7674
Campaign_583,Advertiser_58,4655,222,10535.96,47.4593,2263.3641
Campaign_824,Advertiser_83,4902,234,11114.15,47.4964,2267.2685
Campaign_713,Advertiser_70,9332,444,21094.73,47.5107,2260.4726
Campaign_104,Advertiser_11,9467,453,21523.91,47.5142,2273.5724
Campaign_790,Advertiser_79,5491,263,12497.3,47.5183,2275.9607
Campaign_528,Advertiser_53,4674,222,10549.15,47.5187,2256.9855
Campaign_719,Advertiser_71,4878,230,10930.55,47.5241,2240.7852
Campaign_547,Advertiser_55,5048,239,11359.19,47.528,2250.2357
Campaign_103,Advertiser_11,7476,359,17063.25,47.5299,2282.4037
Campaign_527,Advertiser_53,6528,312,14834.61,47.5468,2272.4586
Campaign_700,Advertiser_69,2297,109,5182.89,47.5494,2256.3735
Campaign_786,Advertiser_78,6940,330,15692.37,47.5526,2261.1484
Campaign_196,Advertiser_20,4864,233,11080.51,47.5558,2278.0654
Campaign_490,Advertiser_50,3984,191,9086.69,47.5743,2280.7957
Campaign_745,Advertiser_74,6240,299,14226.34,47.5797,2279.8622
Campaign_49,Advertiser_6,2950,140,6662.59,47.5899,2258.5051
Campaign_96,Advertiser_11,8690,412,19608.06,47.5924,2256.3936
Campaign_453,Advertiser_46,2679,127,6046.02,47.6065,2256.8197
Campaign_426,Advertiser_44,7235,345,16429.75,47.6225,2270.8708
Campaign_1004,Advertiser_100,8131,387,18435.28,47.6364,2267.2832
Campaign_392,Advertiser_41,5950,283,13482.14,47.6401,2265.9059
Campaign_833,Advertiser_84,5386,256,12196.18,47.6413,2264.4226
Campaign_457,Advertiser_47,5736,275,13102.42,47.6452,2284.2434
Campaign_873,Advertiser_87,6791,323,15397.41,47.67,2267.3259
Campaign_221,Advertiser_23,2643,125,5965.6,47.7248,2257.132
Campaign_918,Advertiser_91,8560,410,19577.48,47.75,2287.0888
Campaign_135,Advertiser_14,5614,269,12844.76,47.75,2287.9872
Campaign_542,Advertiser_54,4928,235,11224.17,47.7624,2277.6319
Campaign_435,Advertiser_45,5388,258,12324.11,47.7679,2287.3255
Campaign_763,Advertiser_76,4485,212,10133.0,47.7972,2259.3088
Campaign_454,Advertiser_46,5955,284,13577.13,47.8068,2279.9547
Campaign_788,Advertiser_78,5051,239,11428.71,47.8189,2262.6628
Campaign_365,Advertiser_38,4846,229,10951.38,47.8226,2259.8803
Campaign_85,Advertiser_10,5057,240,11484.7,47.8529,2271.05
Campaign_749,Advertiser_74,6009,283,13542.51,47.8534,2253.7044
Campaign_492,Advertiser_50,7090,336,16084.83,47.8715,2268.6643
Campaign_64,Advertiser_8,5740,271,12977.56,47.8877,2260.899
Campaign_576,Advertiser_58,9293,438,20984.62,47.9101,2258.1104
Campaign_292,Advertiser_31,7964,379,18159.99,47.9155,2280.2599
Campaign_35,Advertiser_5,4625,217,10398.52,47.9194,2248.3286
Campaign_900,Advertiser_90,5529,262,12555.32,47.9211,2270.8121
Campaign_102,Advertiser_11,5980,287,13754.3,47.9244,2300.0502
Campaign_488,Advertiser_50,2691,129,6184.81,47.9443,2298.3315
Campaign_690,Advertiser_68,1922,91,4366.03,47.9784,2271.6077
Campaign_391,Advertiser_41,5438,258,12378.68,47.9794,2276.3295
Campaign_767,Advertiser_76,5100,239,11470.29,47.9928,2249.0765
Campaign_943,Advertiser_94,4715,223,10710.09,48.0273,2271.4931
Campaign_360,Advertiser_37,7174,339,16285.98,48.0412,2270.1394
Campaign_270,Advertiser_29,5178,245,11782.46,48.0917,2275.4847
Campaign_21,Advertiser_3,8684,413,19874.83,48.1231,2288.6723
Campaign_167,Advertiser_17,4598,217,10445.12,48.1342,2271.6659
Campaign_72,Advertiser_9,999,47,2263.84,48.1668,2266.1061
Campaign_65,Advertiser_8,5183,244,11753.43,48.1698,2267.6886
Campaign_317,Advertiser_34,4487,210,10116.53,48.174,2254.6312
Campaign_4,Advertiser_1,2162,101,4867.86,48.1966,2251.5541
Campaign_948,Advertiser_95,4905,233,11232.59,48.2085,2290.0285
Campaign_142,Advertiser_15,4633,218,10511.19,48.2165,2268.7654
Campaign_1,Advertiser_1,3627,169,8151.16,48.2317,2247.3559
Campaign_279,Advertiser_30,6430,305,14717.1,48.2528,2288.818
Campaign_739,Advertiser_73,7132,337,16274.69,48.2928,2281.9251
Campaign_514,Advertiser_52,7062,332,16035.95,48.3011,2270.7378
Campaign_87,Advertiser_10,4975,233,11260.48,48.3282,2263.4131
Campaign_397,Advertiser_41,3735,176,8506.17,48.3305,2277.4217
Campaign_89,Advertiser_10,4532,213,10295.55,48.3359,2271.7454
Campaign_991,Advertiser_99,7542,354,17115.23,48.3481,2269.3225
Campaign_164,Advertiser_17,5253,245,11846.93,48.3548,2255.2694
Campaign_837,Advertiser_84,5875,276,13346.15,48.3556,2271.6851
Campaign_160,Advertiser_17,7147,336,16258.76,48.3892,2274.907
Campaign_740,Advertiser_73,4884,229,11081.59,48.3912,2268.9578
Campaign_617,Advertiser_61,5658,267,12921.26,48.3942,2283.7151
Campaign_827,Advertiser_83,6707,319,15443.12,48.411,2302.5376
Campaign_403,Advertiser_42,6022,283,13701.98,48.4169,2275.3205
Campaign_131,Advertiser_14,4277,199,9635.06,48.4174,2252.7613
Campaign_867,Advertiser_87,4779,223,10797.21,48.418,2259.3032
Campaign_834,Advertiser_84,3383,157,7602.08,48.4209,2247.1416
Campaign_643,Advertiser_65,4336,202,9785.76,48.4444,2256.8635
Campaign_631,Advertiser_63,4820,225,10902.4,48.4551,2261.9087
Campaign_714,Advertiser_70,5237,245,11874.59,48.4677,2267.4413
Campaign_201,Advertiser_21,5906,275,13343.6,48.5222,2259.3295
Campaign_735,Advertiser_73,5327,248,12038.78,48.5435,2259.9549
Campaign_564,Advertiser_57,5545,262,12726.83,48.5757,2295.1903
Campaign_534,Advertiser_54,5495,254,12340.71,48.5855,2245.8071
Campaign_69,Advertiser_8,4434,211,10252.6,48.5905,2312.2688
Campaign_431,Advertiser_45,6207,290,14092.34,48.5943,2270.3947
Campaign_159,Advertiser_17,5238,245,11906.76,48.599,2273.1501
Campaign_538,Advertiser_54,2702,126,6123.51,48.5993,2266.2879
Campaign_913,Advertiser_91,1430,66,3208.61,48.6153,2243.7832
Campaign_126,Advertiser_13,6589,308,14973.73,48.616,2272.5345
Campaign_59,Advertiser_7,5384,250,12158.3,48.6332,2258.2281
Campaign_644,Advertiser_65,6167,288,14013.99,48.6597,2272.4161
Campaign_543,Advertiser_54,6899,327,15929.96,48.7155,2309.0245
Campaign_389,Advertiser_41,6050,282,13749.14,48.7558,2272.5851
Campaign_483,Advertiser_49,4917,227,11071.61,48.7736,2251.7002
Campaign_695,Advertiser_68,5244,244,11900.84,48.7739,2269.4203
Campaign_414,Advertiser_43,4656,217,10591.21,48.8074,2274.7444
Campaign_82,Advertiser_9,7915,368,17961.96,48.8097,2269.3569
Campaign_659,Advertiser_66,5260,246,12013.93,48.8371,2284.0171
Campaign_889,Advertiser_88,6051,279,13632.56,48.8622,2252.9433
Campaign_636,Advertiser_64,6144,284,13879.31,48.8708,2259.0023
Campaign_813,Advertiser_82,5470,255,12463.1,48.8749,2278.4461
Campaign_18,Advertiser_3,6013,282,13785.94,48.8863,2292.6892
Campaign_839,Advertiser_84,5593,257,12572.16,48.9189,2247.8384
Campaign_172,Advertiser_18,5460,254,12431.73,48.9438,2276.8736
Campaign_220,Advertiser_23,9640,445,21812.88,49.0177,2262.7469
Campaign_341,Advertiser_36,2283,107,5245.71,49.0253,2297.7267
Campaign_427,Advertiser_44,1945,90,4413.13,49.0348,2268.9614
Campaign_994,Advertiser_99,1704,79,3876.43,49.0687,2274.9002
Campaign_496,Advertiser_50,3782,174,8542.7,49.096,2258.7784
Campaign_347,Advertiser_37,5271,243,11931.54,49.101,2263.6198
Campaign_810,Advertiser_82,7419,341,16748.99,49.1173,2257.5805
Campaign_300,Advertiser_32,4872,227,11150.55,49.1214,2288.7007
Campaign_441,Advertiser_45,4381,203,9972.64,49.1263,2276.3387
Campaign_138,Advertiser_14,5528,254,12478.33,49.1273,2257.2956
Campaign_229,Advertiser_24,6130,280,13757.94,49.1355,2244.3622
Campaign_603,Advertiser_60,8596,397,19506.94,49.1359,2269.3043
Campaign_857,Advertiser_86,5860,271,13326.72,49.1761,2274.1843
Campaign_474,Advertiser_48,2271,103,5065.22,49.1769,2230.3919
Campaign_860,Advertiser_86,589,27,1329.44,49.2385,2257.1138
Campaign_97,Advertiser_11,5184,241,11874.41,49.2714,2290.5883
Campaign_22,Advertiser_4,5038,231,11384.84,49.285,2259.7936
Campaign_821,Advertiser_83,4745,220,10851.52,49.3251,2286.9378
Campaign_592,Advertiser_59,5082,233,11499.17,49.3527,2262.7253
Campaign_555,Advertiser_56,5117,234,11552.35,49.369,2257.6412
Campaign_376,Advertiser_39,4457,206,10172.1,49.3791,2282.2751
Campaign_524,Advertiser_52,844,39,1927.47,49.4223,2283.7322
Campaign_964,Advertiser_96,1537,71,3516.57,49.5292,2287.944
